governance_item_id,rule_id,rule_name,business_name,description,severity,status,data_region_path,source_table,source_field,source_record_id,key_value,invalid_value,expected_condition,actual_condition,message,run_id,run_timestamp,company_code,agent_number,agent_name,policy_number,duplicate_count,original_policy_number,normalized_policy_number,policy_number_length,min_permitted_length,max_permitted_length,company_code_source_field,account_number_source_field,original_company_code,normalized_company_code,original_account_number,normalized_account_number,composite_business_key,reference_table,reference_field,reference_match_count,group_number,original_group_number,normalized_group_number,original_billing_name,normalized_billing_name,original_value,normalized_value,expected_value,governance_run_date,controlling_date,expected_prior_month_end,failure_category,plan,mortality_table,eti_mortality_table,gender,underwriting_class,band,issue_state,effective_date,min_allowed_date,max_allowed_date
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAing,MPLAN,1747,ASCWO1,,A Annuity Guarantee Setup record,Missing,Annuity plan ASCWO1 does not have a Annuity Guarantee Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO1,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAexp,MPLAN,1747,ASCWO1,,A Annuity Expense Setup record,Missing,Annuity plan ASCWO1 does not have a Annuity Expense Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO1,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1747,ASCWO1,,A Annuity Information Setup record,Missing,Annuity plan ASCWO1 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO1,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAing,MPLAN,1748,ASCWO2,,A Annuity Guarantee Setup record,Missing,Annuity plan ASCWO2 does not have a Annuity Guarantee Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO2,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAexp,MPLAN,1748,ASCWO2,,A Annuity Expense Setup record,Missing,Annuity plan ASCWO2 does not have a Annuity Expense Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO2,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1748,ASCWO2,,A Annuity Information Setup record,Missing,Annuity plan ASCWO2 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO2,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAing,MPLAN,1749,ASCWO3,,A Annuity Guarantee Setup record,Missing,Annuity plan ASCWO3 does not have a Annuity Guarantee Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO3,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAexp,MPLAN,1749,ASCWO3,,A Annuity Expense Setup record,Missing,Annuity plan ASCWO3 does not have a Annuity Expense Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO3,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1749,ASCWO3,,A Annuity Information Setup record,Missing,Annuity plan ASCWO3 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO3,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAing,MPLAN,1750,ASCWLC,,A Annuity Guarantee Setup record,Missing,Annuity plan ASCWLC does not have a Annuity Guarantee Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWLC,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1750,ASCWLC,,A Annuity Information Setup record,Missing,Annuity plan ASCWLC does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWLC,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAexp,MPLAN,1754,ASCWO4,,A Annuity Expense Setup record,Missing,Annuity plan ASCWO4 does not have a Annuity Expense Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO4,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1754,ASCWO4,,A Annuity Information Setup record,Missing,Annuity plan ASCWO4 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,ASCWO4,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1755,A88A42,,A Annuity Information Setup record,Missing,Annuity plan A88A42 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,A88A42,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1756,A88A52,,A Annuity Information Setup record,Missing,Annuity plan A88A52 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,A88A52,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1757,A88A62,,A Annuity Information Setup record,Missing,Annuity plan A88A62 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,A88A62,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1759,A88F42,,A Annuity Information Setup record,Missing,Annuity plan A88F42 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,A88F42,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1760,A88F52,,A Annuity Information Setup record,Missing,Annuity plan A88F52 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,A88F52,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1761,A88F62,,A Annuity Information Setup record,Missing,Annuity plan A88F62 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,A88F62,,,,,,,,,
DG-QUIKPLAN,DG-QUIKPLAN-028,Validate Annuity Supporting Tables,Annuity Plans Should Have Required Annuity Tables,Warn when annuity plans are missing expected annuity setup records.,Advisory,WARN,Q:\WPA\WPA_GABIE,QuikAinf,MPLAN,1764,A23A42,,A Annuity Information Setup record,Missing,Annuity plan A23A42 does not have a Annuity Information Setup record.,DG-20260719_104533_616431,2026-07-19 10:45:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING_ANNUITY_TABLE,A23A42,,,,,,,,,
